,01/01/2018,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
ETF 80,0.9989939505096191,0.9351993533963299,0.8840564999181385,0.6288461391810188,0.5689109686038671,0.44246044251310285,0.22043176376114512,0.2257068843970541,0.6573119790240589,0.19961731527232926,0.4451159598947437,0.46736586271507213,0.09648600045214407,0.30944863700222486
ETF 81,0.4150902410030974,0.36792877032457066,0.39977450735285197,0.5368665962932705,0.5265446996764912,0.9967882718888235,0.5130121587104621,0.19002788496865558,0.5387925615049924,0.2298851890364658,0.5983381632031981,0.561379760459525,0.11819363612157782,0.305914312502126
ETF 82,0.15454699091273055,0.1253299083046749,0.1536725912740761,0.23085694410053664,0.21986326131355247,0.4527885624001203,0.8353650603775538,0.263085962587666,0.30710971070714815,0.27935826224898286,0.3865479575681912,0.3473948300084051,0.20122838700389203,0.17410444895685195
ETF 83,0.9882398207624101,0.9227541310679976,0.8609078404425599,0.6159900815688977,0.551218445405108,0.42422602157337713,0.21866050169689374,0.22184071510515574,0.6440495205123241,0.19525383695397153,0.4224458302500451,0.45115797025212895,0.0764650473543293,0.27920086224212676
ETF 84,0.9409095652284684,0.9017646973711881,0.8240197489850453,0.6491617071898532,0.5886649267330322,0.4301823964063575,0.27978359254866486,0.18213749350118486,0.6012962321400104,0.20489457531888658,0.430337326323992,0.40988633283800285,-0.0038685749704416824,0.2458222122498726
ETF 85,0.5439636536951088,0.4598631319566035,0.5026618936746367,0.8211557346335174,0.7711347330782627,0.45621502241222806,0.2871708740748318,0.17366535894503732,0.5200489675132698,0.17697660275767446,0.45171816481284605,0.4498761280818542,0.03380950537425984,0.21464816332105635
ETF 86,0.1781290982364724,0.16675566769508632,0.18955695866878552,0.16282799937946643,0.09165090857543445,0.19853114045298043,0.12535230937265998,0.597486131718521,0.4679500438732685,0.9984969882077904,0.4922608616170862,0.5504317997683917,0.23173701106118771,0.06062690837841935
ETF 87,0.37382856788535146,0.30830219725389163,0.3820937921659738,0.505910450994955,0.4581300430255966,0.6719996753813067,0.3012220525742717,0.3991784292591641,0.6379643297348389,0.3867194153829452,0.5767771702025897,0.7273877262625783,0.2663674974289177,0.29719349210364016
ETF 88,0.8437671469400477,0.7253851350366949,0.6968281449231909,0.5030275710432741,0.4976403055826999,0.32290579368223954,0.16085312763587636,0.18483324233480553,0.5418478173863812,0.16968425133611434,0.3687548221073146,0.3908849167676371,0.07506284346481956,0.21092491744962513
ETF 89,0.6316746874679706,0.5278141758983222,0.6265258804700832,0.9940983463116538,0.8656224098089806,0.5600210125732781,0.3371058340119892,0.20239630423551014,0.6295214535870225,0.19523631456632126,0.5551182452006322,0.5474085838189132,0.04343637193558782,0.28538005338084377
ETF 90,-0.1516030169721296,-0.09464490647955244,-0.14490930219025586,-0.256260256182927,-0.2664262512746705,-0.24024308688571896,-0.15930510894518501,0.43638898717321845,-0.06843052426820563,0.49397351089462566,-0.10669327615748116,0.04556704507107909,0.08155231222144602,-0.14154848902335
